qwilfish.png,         pokemon 61.00 (1),     poke bonnet 19.50 (2),         axolotl  3.44 (3),      pufferfish  1.87 (4),     tailed frog  1.79 (5),Scores for provided labels:,         pokemon 61.00,         monster  0.91,            game  0.03,       character  0.38,         cartoon  0.02
hitmonchan.png,         pokemon 48.47 (1),     poke bonnet  6.56 (2),    punching bag  4.44 (3),      basketball  3.98 (4), baseball player  2.69 (5),Scores for provided labels:,         pokemon 48.47,         monster  0.13,            game  0.23,       character  1.38,         cartoon  0.08
grotle.png,         pokemon 72.25 (1),     poke bonnet  4.28 (2),     triceratops  1.50 (3),     tailed frog  1.34 (4),    green iguana  1.28 (5),Scores for provided labels:,         pokemon 72.25,         monster  0.44,            game  0.04,       character  0.80,         cartoon  0.04
crawdaunt.png,         pokemon 66.81 (1),     poke bonnet  6.02 (2),       rock crab  3.08 (3),   red king crab  2.80 (4),         monster  2.36 (5),Scores for provided labels:,         pokemon 66.81,         monster  2.36,            game  0.07,       character  1.70,         cartoon  0.06
golisopod.jpg,         pokemon 50.62 (1),    fiddler crab  6.05 (2),          isopod  4.64 (3),     poke bonnet  3.96 (4),          weevil  2.19 (5),Scores for provided labels:,         pokemon 50.62,         monster  1.63,            game  0.03,       character  1.23,         cartoon  0.09
ponyta.png,           llama 23.91 (1),    Ibizan Hound 23.53 (2),           dhole  9.22 (3),         pokemon  8.27 (4),         Basenji  7.89 (5),Scores for provided labels:,         pokemon  8.27,         monster  0.04,            game  0.02,       character  0.34,         cartoon  0.03
cryogonal.png,         pokemon 26.75 (1),     poke bonnet 13.24 (2),          bubble  2.61 (3),        dumbbell  2.30 (4),          shield  2.06 (5),Scores for provided labels:,         pokemon 26.75,         monster  0.74,            game  0.20,       character  1.14,         cartoon  0.05
sliggoo.png,         pokemon 65.38 (1),     poke bonnet  4.89 (2),            hare  4.52 (3),       character  3.21 (4),cottontail rabbit  2.54 (5),Scores for provided labels:,         pokemon 65.38,         monster  0.76,            game  0.06,       character  3.21,         cartoon  0.08
nidoqueen.png,         pokemon 82.38 (1),     poke bonnet  9.09 (2),     tailed frog  0.89 (3),       character  0.68 (4),     triceratops  0.48 (5),Scores for provided labels:,         pokemon 82.38,         monster  0.47,            game  0.03,       character  0.68,         cartoon  0.02
gallade.png,         pokemon 26.56 (1),       character 10.73 (2),     poke bonnet  3.38 (3), baseball player  2.29 (4),       albatross  1.75 (5),Scores for provided labels:,         pokemon 26.56,         monster  0.40,            game  0.11,       character 10.73,         cartoon  0.34
bidoof.png,         pokemon 44.88 (1),          beaver 14.56 (2),        platypus  5.89 (3),             pug  3.25 (4),     poke bonnet  1.91 (5),Scores for provided labels:,         pokemon 44.88,         monster  0.55,            game  0.03,       character  0.36,         cartoon  0.03
lotad.png,         pokemon 35.78 (1),     poke bonnet 11.26 (2),     tailed frog  3.66 (3),        dumbbell  2.36 (4),             eel  2.36 (5),Scores for provided labels:,         pokemon 35.78,         monster  1.45,            game  0.06,       character  1.15,         cartoon  0.04
steelix.png,        joystick  6.95 (1),        bassinet  5.09 (2),     wheelbarrow  3.23 (3),        dumbbell  2.94 (4),          teapot  2.33 (5),Scores for provided labels:,         pokemon  0.77,         monster  0.11,            game  0.07,       character  0.22,         cartoon  0.06
glalie.png,            mask 19.69 (1),     poke bonnet 18.20 (2),       Dalmatian 17.64 (3),         pokemon 16.83 (4),    snow leopard  8.88 (5),Scores for provided labels:,         pokemon 16.83,         monster  0.49,            game  0.03,       character  0.66,         cartoon  0.02
growlithe.png,         pokemon 24.53 (1),    fox squirrel 17.39 (2),     poke bonnet 11.41 (3),common squirrel monkey  6.02 (4),          weasel  5.74 (5),Scores for provided labels:,         pokemon 24.53,         monster  0.08,            game  0.05,       character  0.76,         cartoon  0.04
komala.jpg,   baby pacifier 18.12 (1),     poke bonnet  5.36 (2),         pokemon  4.88 (3),       mousetrap  4.80 (4),           koala  3.98 (5),Scores for provided labels:,         pokemon  4.88,         monster  0.05,            game  0.03,       character  0.22,         cartoon  0.18
spritzee.png,     poke bonnet 59.22 (1),         pokemon 21.12 (2),   baby pacifier  0.96 (3),       hair clip  0.83 (4),           conch  0.67 (5),Scores for provided labels:,         pokemon 21.12,         monster  0.11,            game  0.03,       character  0.15,         cartoon  0.01
drilbur.png,           goose  5.10 (1),          badger  4.79 (2),             jay  4.09 (3),          baboon  3.56 (4),        platypus  2.56 (5),Scores for provided labels:,         pokemon  2.09,         monster  0.15,            game  0.13,       character  2.41,         cartoon  0.47
guzzlord.jpg,         pokemon 44.72 (1),     poke bonnet  5.02 (2),rhinoceros beetle  4.57 (3),         monster  3.79 (4),     dung beetle  3.34 (5),Scores for provided labels:,         pokemon 44.72,         monster  3.79,            game  0.03,       character  0.63,         cartoon  0.11
delcatty.png,         pokemon 54.53 (1),     poke bonnet 23.81 (2),         axolotl  1.73 (3),       character  1.17 (4),         monster  0.78 (5),Scores for provided labels:,         pokemon 54.53,         monster  0.78,            game  0.02,       character  1.17,         cartoon  0.03
