ImgNet_n02025239_7219.jpg, ruddy turnstone 97.31 (1),          dunlin  2.59 (2),   oystercatcher  0.06 (3),       dowitcher  0.03 (4), common redshank  0.01 (5)
SUN_sun_bcnhcwzbgviozefi.jpg,common sorrel horse 99.56 (1),          Saluki  0.21 (2),             hay  0.02 (3),    Brittany dog  0.01 (4),   arabian camel  0.01 (5)
VOC_002256.jpg,            tram 40.56 (1),      trolleybus  2.72 (2),         viaduct  2.55 (3),            pole  2.22 (4),high-speed train  2.12 (5)
ImgNet_n02084071_10389.jpg,       Chihuahua 44.97 (1),      Pomeranian 11.02 (2),     toy terrier 10.68 (3),Miniature Pinscher  4.67 (4),        Papillon  3.36 (5)
COCO_COCO_train2014_000000104565.jpg,common sorrel horse 61.97 (1),horse-drawn vehicle  6.04 (2),      Dutch oven  3.90 (3),          tusker  2.77 (4),          muzzle  2.02 (5)
ImgNet_n03225988_2198.jpg,    electric fan  9.62 (1),    home theater  8.48 (2), four-poster bed  8.36 (3),    sliding door  7.49 (4),    mosquito net  6.51 (5)
VOC_006175.jpg,        hair wig 17.50 (1),            mask 14.50 (2),     feather boa  7.07 (3),      hair spray  3.34 (4),           cloak  2.68 (5)
COCO_COCO_train2014_000000188929.jpg, Polaroid camera 17.70 (1),             jay 11.43 (2),         bow tie  9.04 (3),            suit  6.12 (4),          beaker  4.55 (5)
ImgNet_n02025239_1235.jpg, ruddy turnstone 94.50 (1),          dunlin  4.70 (2),       dowitcher  0.51 (3), common redshank  0.08 (4),   oystercatcher  0.05 (5)
COCO_COCO_train2014_000000012895.jpg,'Geoffroy''s spider monkey 17.28 (1)',          gibbon 11.34 (2),         ostrich  9.40 (3),           zebra  8.97 (4),         gazelle  6.36 (5)
SUN_sun_cflvvtxoggvspejd.jpg,vaulted or arched ceiling 57.56 (1),          violin  3.35 (2),         library  2.10 (3),     grand piano  1.91 (4),entertainment center  1.35 (5)
ImgNet_n02012849_6231.jpg,      crane bird 58.53 (1),         ostrich 29.42 (2),         gazelle  3.46 (3),     white stork  2.10 (4),         bustard  1.31 (5)
VOC_004051.jpg,common sorrel horse 66.94 (1),       Dobermann  3.23 (2),        Malinois  1.76 (3),Australian Kelpie  1.19 (4),      Bloodhound  1.13 (5)
ImgNet_n03494278_1169.jpg,       harmonica 94.00 (1),          buckle  3.48 (2), radiator grille  0.78 (3),        scabbard  0.34 (4),         whistle  0.26 (5)
VOC_004963.jpg,     Persian cat 47.56 (1),       tabby cat 21.11 (2),       tiger cat 12.21 (3),Shetland Sheepdog  2.40 (4),        fur coat  1.87 (5)
SUN_sun_aqthjxpdeslutjse.jpg,           stove 47.03 (1),      rotisserie 11.52 (2),      dishwasher  7.79 (3),             wok  6.07 (4),           apron  3.62 (5)
VOC_005828.jpg,military aircraft 81.69 (1),         missile  5.56 (2),         missile  5.56 (3),        airliner  0.94 (4),English foxhound  0.57 (5)
COCO_COCO_train2014_000000350339.jpg,          racket 89.94 (1),     tennis ball  8.50 (2),       stopwatch  0.09 (3),swim trunks / shorts  0.05 (4),    croquet ball  0.04 (5)
VOC_002884.jpg,        race car 54.50 (1),         go-kart 12.94 (2),         minivan 10.40 (3),         taxicab  7.15 (4), radiator grille  1.96 (5)
