landscape_37.jpg,      lighthouse 94.19 (1),       albatross  1.17 (2),      breakwater  0.90 (3),      promontory  0.42 (4),           torch  0.40 (5)
landscape_50.jpg,      promontory 41.75 (1),           cliff 19.11 (2),          valley  7.61 (3),       lakeshore  6.30 (4),        mountain  1.38 (5)
landscape_45.jpg,            maze 44.94 (1),chain-link fence 18.16 (2),      greenhouse 16.53 (3),through arch bridge  6.17 (4),    picket fence  2.07 (5)
landscape_44.jpg,          beaver 12.68 (1),       lakeshore  8.32 (2),             dam  6.09 (3),         snorkel  4.67 (4),     water snake  3.31 (5)
landscape_48.jpg,       lakeshore 50.88 (1),             dam  8.84 (2),           beach  3.36 (3),      promontory  3.11 (4),           cliff  2.70 (5)
landscape_51.jpg,        mountain 49.16 (1),          valley 19.86 (2),      promontory  5.43 (3),           cliff  4.79 (4),         volcano  1.68 (5)
landscape_09.jpg,           beach 65.31 (1),         sandbar 11.71 (2),       lakeshore 11.53 (3),      breakwater  1.97 (4),            pier  0.70 (5)
landscape_15.jpg,        mountain 48.00 (1),         volcano 44.38 (2),          valley  2.11 (3),Bernese Mountain Dog  0.49 (4),             ski  0.38 (5)
landscape_36.jpg,       monastery 50.53 (1),          church 32.12 (2),          valley  6.32 (3),          castle  4.28 (4),        mountain  1.41 (5)
landscape_25.jpg,      breakwater 49.28 (1),         sandbar  5.53 (2),       lakeshore  4.30 (3),           beach  2.91 (4),          tripod  1.82 (5)
landscape_31.jpg,       lakeshore 25.81 (1),      promontory 19.17 (2),           beach 14.48 (3),      breakwater  9.34 (4),           cliff  7.05 (5)
landscape_17.jpg,           cliff 61.88 (1),       lakeshore  9.48 (2),           beach  9.34 (3),      breakwater  6.73 (4),      promontory  1.65 (5)
landscape_38.jpg,        mountain 21.70 (1),          valley 21.38 (2),       lakeshore 19.45 (3),         volcano  4.21 (4),      promontory  3.77 (5)
landscape_42.jpg,          castle 39.31 (1),          palace 31.59 (2),           stupa  7.05 (3),       monastery  5.94 (4),      bell tower  5.41 (5)
landscape_14.jpg,         volcano 64.44 (1),        mountain 27.73 (2),      promontory  0.72 (3),          valley  0.52 (4),            dome  0.41 (5)
landscape_30.jpg,      promontory 51.41 (1),           cliff 19.22 (2),      lighthouse  8.02 (3),           beach  3.55 (4),      breakwater  2.41 (5)
landscape_19.jpg,        mountain 29.72 (1),           cliff 11.27 (2),          geyser  6.32 (3),          valley  5.76 (4),         volcano  4.21 (5)
landscape_26.jpg,           cliff 69.19 (1),        mountain  9.51 (2),      promontory  8.80 (3),          valley  4.42 (4),  cliff dwelling  1.58 (5)
landscape_07.jpg,             hay 98.00 (1),threshing machine  0.19 (2),            wool  0.18 (3),      cowboy hat  0.15 (4),combine harvester  0.11 (5)
landscape_08.jpg,        mountain 18.44 (1),           cliff 12.27 (2),      promontory 11.53 (3),  cliff dwelling  8.84 (4),          valley  5.89 (5)
landscape_34.jpg,       lakeshore 21.66 (1),           beach  9.46 (2),         sandbar  7.25 (3),      breakwater  6.50 (4),         Maltese  3.82 (5)
landscape_47.jpg,         volcano 25.83 (1),        mountain 12.78 (2),          valley 12.20 (3),      promontory  7.75 (4),    black grouse  2.77 (5)
landscape_02.jpg,             hay 13.70 (1),      lawn mower 11.01 (2),        rapeseed  9.56 (3),          valley  5.20 (4),              ox  3.21 (5)
landscape_01.jpg,            dock 69.38 (1),            pier 21.50 (2),       lakeshore  4.50 (3),       boathouse  1.40 (4),      breakwater  0.48 (5)
landscape_35.jpg,         Maltese 24.86 (1),           patio  9.59 (2),       plant pot  4.53 (3),           abaya  4.32 (4),         perfume  3.75 (5)
